published_date,published_platform,rating,helpful_votes,title,text,Hour,Day,Month,Year,Timezone,language,char_count,translated_text
2023-05-24 15:38:11+00:00,Mobile,4,0,Harvard University,They have great accessibility features such as wheelchairs. It is good for groups and they accept credit cards. It is a private Ivy League and one of the best known in the world.,2,24,5,2023,UTC,en,178,They have great accessibility features such as wheelchairs. It is good for groups and they accept credit cards. It is a private Ivy League and one of the best known in the world.
2023-04-26 13:58:59+00:00,Desktop,5,1,Beautiful university!,"We wandered around Harvard without a tour guide and to be honest, it was still a super enjoyable experience! The university is absolutely stunning and it was really cool to visit such an iconic place.
I especially enjoyed visiting during the fall because the falling leaves just gave the building a more whimsical look.
Definitely a must visit if you're in the area!",2,26,4,2023,UTC,en,366,"We wandered around Harvard without a tour guide and to be honest, it was still a super enjoyable experience! The university is absolutely stunning and it was really cool to visit such an iconic place.
I especially enjoyed visiting during the fall because the falling leaves just gave the building a more whimsical look.
Definitely a must visit if you're in the area!"
2023-04-12 22:27:18+00:00,Desktop,5,1,One of the world's great universities,"We wandered over the Commons and among the buildings, starting at the subway stop and ending at the Harvard Museums. The Widener Library, the Memorial Church, the Philosophy Building: it's enough to get a sense of what is one of the world's great universities.",2,12,4,2023,UTC,en,260,"We wandered over the Commons and among the buildings, starting at the subway stop and ending at the Harvard Museums. The Widener Library, the Memorial Church, the Philosophy Building: it's enough to get a sense of what is one of the world's great universities."
2023-04-03 19:02:44+00:00,Mobile,4,0,Start saving for your grandchildren!,"We went there without a guided tour. You can see a feel the vibe. Stroll around the beautiful buildings/ halls, park. We read the information online, nevertheless, a guided tour would provably make it even more memorable.",0,3,4,2023,UTC,en,221,"We went there without a guided tour. You can see a feel the vibe. Stroll around the beautiful buildings/ halls, park. We read the information online, nevertheless, a guided tour would provably make it even more memorable."
2023-03-14 16:11:55+00:00,Mobile,5,0,The American College,"Harvard is an exceptional place, and more than just a University.  Perhaps sounds like a sales brochure, but in this case it is true.  You get to experience the place and history on your own.  A ""old"" turn off to some seeking modern and updated but loved by others.",1,14,3,2023,UTC,en,265,"Harvard is an exceptional place, and more than just a University.  Perhaps sounds like a sales brochure, but in this case it is true.  You get to experience the place and history on your own.  A ""old"" turn off to some seeking modern and updated but loved by others."
2023-03-11 14:37:42+00:00,Desktop,5,0,Beautiful seat of learning,"Just walking around the campus, reading the descriptions of the Halls, and the great architecture is worth a visit.",5,11,3,2023,UTC,en,115,"Just walking around the campus, reading the descriptions of the Halls, and the great architecture is worth a visit."
2023-02-06 17:46:10+00:00,Mobile,3,0,Underwhelmed,This was a tick off the list.  Was it worth the trip - well if there’s no one about (winter) and you can’t get into buildings (staff and students) it’s all a bit dull to be honest.,0,6,2,2023,UTC,en,180,This was a tick off the list.  Was it worth the trip - well if there’s no one about (winter) and you can’t get into buildings (staff and students) it’s all a bit dull to be honest.
2023-02-03 16:08:12+00:00,Desktop,3,0,A bit overhyped?,"Nice enough in the university grounds, but didnt grab me as special like Cambridge or Oxford do. Not bad, just not great",4,3,2,2023,UTC,en,120,"Nice enough in the university grounds, but didnt grab me as special like Cambridge or Oxford do. Not bad, just not great"
2023-01-07 19:26:24+00:00,Desktop,5,0,Nice walk and great architecture,Nice place for a walk to dsicover and see a great university and great architecture. Some building are accessibles to the general public as well. Nice place to spend an hour or two to wander around.,5,7,1,2023,UTC,en,198,Nice place for a walk to dsicover and see a great university and great architecture. Some building are accessibles to the general public as well. Nice place to spend an hour or two to wander around.
2023-01-02 20:39:47+00:00,Desktop,5,0,I went there,"amazing architecture and learning. One of my best experiences of life. A real highlight - I remember those good ol days. Cambridge Common Pub, Grendalls den, all these were the fun friendly places for joyous moments, and Harvard was the place to be when it comes to choosing colleges. Never forget it x. ",0,2,1,2023,UTC,en,304,"amazing architecture and learning. One of my best experiences of life. A real highlight - I remember those good ol days. Cambridge Common Pub, Grendalls den, all these were the fun friendly places for joyous moments, and Harvard was the place to be when it comes to choosing colleges. Never forget it x. "
2022-11-10 12:18:08+00:00,Mobile,3,0,A nice walk but not a welcoming feel,"The heart of Harvard is beautiful to walk through but the institution is not welcoming to visitors. There are no  friendly spaces such as coffee shops or student centers where one can sit down with a cup of tea or a book.  The outer parameter of the campus is incredibly crowded.  If going, do a quick walk through the campus and head for the much more welcoming center of Cambridge.",3,10,11,2022,UTC,en,383,"The heart of Harvard is beautiful to walk through but the institution is not welcoming to visitors. There are no  friendly spaces such as coffee shops or student centers where one can sit down with a cup of tea or a book.  The outer parameter of the campus is incredibly crowded.  If going, do a quick walk through the campus and head for the much more welcoming center of Cambridge."
2022-11-10 07:01:56+00:00,Desktop,3,0,Typical university setting,"As the students were in attendance, we were unable to access any of the buildings.  It was a nice day and we wandered around the beautiful grounds. It reminded us a lot of Cambridge, England.",3,10,11,2022,UTC,en,191,"As the students were in attendance, we were unable to access any of the buildings.  It was a nice day and we wandered around the beautiful grounds. It reminded us a lot of Cambridge, England."
2022-10-30 12:02:03+00:00,Mobile,5,0,Great tour of Harvard that I finally took.,"Isabella was a wonderful quide!! I have been to Harvard over 10 times in the past and this was my first guided tour. Insightful stories on the history of Harvard as well as tidbits on campus life as a Harvard student. I was alone, people in my group came with family or alone, from the all over the US, UK, Netherlands, Singapore, El Salvador and South Korea. 
재미있게 봤습니다. 전세계의 관광객이 와서 듣고, 질문도 하는데 타국의 사람들이 궁금해하는 것도 재미있었습니다. 추천합니다. 아, 좀 춥습니다^^",6,30,10,2022,UTC,en,442,"Isabella was a wonderful quide!! I have been to Harvard over 10 times in the past and this was my first guided tour. Insightful stories on the history of Harvard as well as tidbits on campus life as a Harvard student. I was alone, people in my group came with family or alone, from the all over the US, UK, Netherlands, Singapore, El Salvador and South Korea. 
재미있게 봤습니다. 전세계의 관광객이 와서 듣고, 질문도 하는데 타국의 사람들이 궁금해하는 것도 재미있었습니다. 추천합니다. 아, 좀 춥습니다^^"
2022-10-21 18:58:04+00:00,Mobile,3,0,Walking tour,Visited with my son (14Y) as this was part of colleague preparation. Walking tour is done by students which is very informative. I didn’t like the overall atmosphere as it looked like a public park or tourist attraction more than an educational institute.,4,21,10,2022,UTC,en,255,Visited with my son (14Y) as this was part of colleague preparation. Walking tour is done by students which is very informative. I didn’t like the overall atmosphere as it looked like a public park or tourist attraction more than an educational institute.
2022-10-04 12:49:33+00:00,Mobile,5,0,Imagine this is the place where bright minds come together.,When wondering around and imaging you or oen of your kids goes to this university is a nice feeling. Bright youngster all over. These kids have the ability to influence the future with their brains and attitude.,1,4,10,2022,UTC,en,211,When wondering around and imaging you or oen of your kids goes to this university is a nice feeling. Bright youngster all over. These kids have the ability to influence the future with their brains and attitude.
2022-08-02 06:05:08+00:00,Desktop,5,1,Humbling,"Firstly, we would recommend going to the main shop by the subway entrance because you can buy tickets for a tour run by Harvard students/alumni who are very knowledgeable on the campus.

When you walk through the quad and start to see the architecture as well as learn who stayed in each of these stories buildings, it really does bring the place to life.",1,2,8,2022,UTC,en,355,"Firstly, we would recommend going to the main shop by the subway entrance because you can buy tickets for a tour run by Harvard students/alumni who are very knowledgeable on the campus.

When you walk through the quad and start to see the architecture as well as learn who stayed in each of these stories buildings, it really does bring the place to life."
2022-07-08 11:07:53+00:00,Desktop,3,0,Pretty.,"Bec and I made the long walk from Seaport out to see the one-and-only, storied, mighty 'Harvard'. Was it worth it? Sure, we love walking!
But I could have been on any campus in N. America it felt. That said, we did a simple loop of 'Harvard Yard', gawked at a few buildings, spotted the erroneously credited John Harvard statue, then headed back to warmer climes.
If you're an academic and/or historian, maybe this would tickle your fancy more than mine. 
Was it pretty? Sure. Did it stoke images of ""the smartest students on the continent"" within me? Nope.",4,8,7,2022,UTC,en,557,"Bec and I made the long walk from Seaport out to see the one-and-only, storied, mighty 'Harvard'. Was it worth it? Sure, we love walking!
But I could have been on any campus in N. America it felt. That said, we did a simple loop of 'Harvard Yard', gawked at a few buildings, spotted the erroneously credited John Harvard statue, then headed back to warmer climes.
If you're an academic and/or historian, maybe this would tickle your fancy more than mine. 
Was it pretty? Sure. Did it stoke images of ""the smartest students on the continent"" within me? Nope."
2022-06-16 11:14:05+00:00,Mobile,3,1,Interesting but that was about it,Interesting but that's about it If you're a future Harvard attendee or you're an educator you'll find it a lot more interesting,3,16,6,2022,UTC,en,127,Interesting but that's about it If you're a future Harvard attendee or you're an educator you'll find it a lot more interesting
2022-05-21 12:25:58+00:00,Desktop,4,0,Informative and engaging tour,"We visited Harvard University on 05/16. We booked an official tour with the university - make sure you book for each individual and not 1 ticket per group (that's the mistake we made!), and immediately upon Friday release as tickets are limited, though free.

Our tour guide Truong was really informative and engaging, eager to answer all questions and tell us all about his experience at Harvard. It was a shame we weren't able to go into buildings but otherwise the campus is stunning.

Definitely recommend (but don't go into the small official Harvard shop, go into Coop, that's our biggest piece of advice).",5,21,5,2022,UTC,en,612,"We visited Harvard University on 05/16. We booked an official tour with the university - make sure you book for each individual and not 1 ticket per group (that's the mistake we made!), and immediately upon Friday release as tickets are limited, though free.

Our tour guide Truong was really informative and engaging, eager to answer all questions and tell us all about his experience at Harvard. It was a shame we weren't able to go into buildings but otherwise the campus is stunning.

Definitely recommend (but don't go into the small official Harvard shop, go into Coop, that's our biggest piece of advice)."
2022-04-26 23:49:46+00:00,Mobile,5,0,Beautiful Campus ,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit to see this beautiful place.",1,26,4,2022,UTC,en,152,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit to see this beautiful place."
2022-03-31 07:05:35+00:00,Desktop,4,0,It is ok,"Very easy walk. Parking is tricky, look for parking garages, bike rentals available. Wear coat even in the spring, can be windy.",3,31,3,2022,UTC,en,128,"Very easy walk. Parking is tricky, look for parking garages, bike rentals available. Wear coat even in the spring, can be windy."
2022-03-19 17:24:53+00:00,Desktop,1,0,Don't waste your time looking for the pretty part of campus there is none.,"It's dirty cheap and not good looking, just plain red brick buildings Harvard Square the city outside the gates of the university is dumpy and dirty with bums panhandling socialist bs plastered everywhere, I don't recommend visiting there are beautiful places in Boston this is not one of them.",5,19,3,2022,UTC,en,294,"It's dirty cheap and not good looking, just plain red brick buildings Harvard Square the city outside the gates of the university is dumpy and dirty with bums panhandling socialist bs plastered everywhere, I don't recommend visiting there are beautiful places in Boston this is not one of them."
2022-02-02 10:54:03+00:00,Mobile,5,1,"Very good university & business school, worth to visit","We visited Harvard Business School (HBS) and exploring Harvard University last Nov 2021.  HBS and Harvard University are separated by the river, so they’re actually 2 different schools and places. The architecture is very nice, and HBS Library is amazing.  This is a must place to visit when you’re in Cambridge, Boston.",2,2,2,2022,UTC,en,320,"We visited Harvard Business School (HBS) and exploring Harvard University last Nov 2021.  HBS and Harvard University are separated by the river, so they’re actually 2 different schools and places. The architecture is very nice, and HBS Library is amazing.  This is a must place to visit when you’re in Cambridge, Boston."
2021-12-16 18:43:39+00:00,Desktop,4,1,America's Oldest College,"Not only our oldest college, but among our most prestigious, Harvard University is definitely worth a visit when in Cambridge. The campus is lovely with its red-brick buildings and gracious architecture. Don't miss the John Harvard Statue and Memorial Hall.",3,16,12,2021,UTC,en,257,"Not only our oldest college, but among our most prestigious, Harvard University is definitely worth a visit when in Cambridge. The campus is lovely with its red-brick buildings and gracious architecture. Don't miss the John Harvard Statue and Memorial Hall."
2021-12-06 11:59:43+00:00,Desktop,5,0,Very nice place to walk around,"I walked around Harvard University in November 2021 for about an hour.  I saw Harvard Yard, the John Harvard statue, Memorial Church, Harvard University Library, Memorial Hall and Massachusetts Hall.  It was a very nice place to walk around especially on a Sunday morning.",0,6,12,2021,UTC,en,272,"I walked around Harvard University in November 2021 for about an hour.  I saw Harvard Yard, the John Harvard statue, Memorial Church, Harvard University Library, Memorial Hall and Massachusetts Hall.  It was a very nice place to walk around especially on a Sunday morning."
2021-11-26 02:30:52+00:00,Mobile,5,2,Beautiful Campus,Such a historic and beautiful campus. Loved walking around and taking in all the beauty. Wish I would have booked a tour to learn more about it!,4,26,11,2021,UTC,en,144,Such a historic and beautiful campus. Loved walking around and taking in all the beauty. Wish I would have booked a tour to learn more about it!
2021-11-13 21:21:33+00:00,Mobile,5,2,Beautiful Campus ,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit.  ",5,13,11,2021,UTC,en,126,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit.  "
2021-09-18 20:59:26+00:00,Desktop,3,1,Closed right now,"Harvard has closed a number of their facilities as of September due to COVID. Only thing we found available was art museums, and those require a reservation.",5,18,9,2021,UTC,en,157,"Harvard has closed a number of their facilities as of September due to COVID. Only thing we found available was art museums, and those require a reservation."
2021-09-10 09:13:35+00:00,Desktop,4,0,"World class university in Boston, MA area",World Class university in beautiful old setting of Cambridge MA. So much history and so many beautiful brick buildings....you'll notice students are older as there are tons of grad. students. Very busy during week days. Lots of statues and cool historical things to see.,4,10,9,2021,UTC,en,270,World Class university in beautiful old setting of Cambridge MA. So much history and so many beautiful brick buildings....you'll notice students are older as there are tons of grad. students. Very busy during week days. Lots of statues and cool historical things to see.
2021-09-03 14:10:06+00:00,Mobile,3,0,Great architecture…,"Well what could have been a great day for me turned into a small 2 hour stroll unfortunately I cut my day short because the building was closed all day this Friday . They didn’t allow any tourist to go in our of all weekends . I was a little annoyed 😒, I traveled far n this was on my list I mean I guess I could have come back the next day but I have my days planned out . 

So yeah sucks . .

Hope someone else enjoys . 

Did get some steps in walked around the whole building lots of stores a lot of places to eat :) .",4,3,9,2021,UTC,en,521,"Well what could have been a great day for me turned into a small 2 hour stroll unfortunately I cut my day short because the building was closed all day this Friday . They didn’t allow any tourist to go in our of all weekends . I was a little annoyed 😒, I traveled far n this was on my list I mean I guess I could have come back the next day but I have my days planned out . 

So yeah sucks . .

Hope someone else enjoys . 

Did get some steps in walked around the whole building lots of stores a lot of places to eat :) ."
2021-08-24 16:14:08+00:00,Desktop,5,0,Great Campus,"Good times at Harvard University campus. Centrally located. East to get and navigate. Plenty to do.  Lots of souvenir stores, restaurants etc",1,24,8,2021,UTC,en,141,"Good times at Harvard University campus. Centrally located. East to get and navigate. Plenty to do.  Lots of souvenir stores, restaurants etc"
2021-08-21 18:38:23+00:00,Desktop,5,0,Historic school,"Interesting campus, heavy on the colonial architecture.  Nice quads to picnic on.  No tours yet but I can imagine the history is outstanding.",5,21,8,2021,UTC,en,141,"Interesting campus, heavy on the colonial architecture.  Nice quads to picnic on.  No tours yet but I can imagine the history is outstanding."
2021-08-17 07:21:52+00:00,Mobile,2,0,Open … but closed,"As an alumnus here, I found it particularly off-putting that each and every single building is closed to the public due to COVID. This made the visit not worth it as I could not properly show the campus to my children, with whom I was visiting.  Every other public venue in the Boston area happens to be open, including museums, stores and restaurants, but not Harvard.  This stark contrast underscores the stupidity of this policy as Harvard remains virtually the sole outlier in continuing the repugnant lockdown and creating an unwelcoming atmosphere for visitors.",1,17,8,2021,UTC,en,567,"As an alumnus here, I found it particularly off-putting that each and every single building is closed to the public due to COVID. This made the visit not worth it as I could not properly show the campus to my children, with whom I was visiting.  Every other public venue in the Boston area happens to be open, including museums, stores and restaurants, but not Harvard.  This stark contrast underscores the stupidity of this policy as Harvard remains virtually the sole outlier in continuing the repugnant lockdown and creating an unwelcoming atmosphere for visitors."
2021-07-09 15:17:38+00:00,Desktop,4,1,Walk Around and Feel Smarter,"While on vacation in Boston, we took a drive to Harvard U.  We walked around the campus and stopped in at different nearby stores and cafes.  Just fun to walk around and absorb all the knowledge floating in the air.",4,9,7,2021,UTC,en,215,"While on vacation in Boston, we took a drive to Harvard U.  We walked around the campus and stopped in at different nearby stores and cafes.  Just fun to walk around and absorb all the knowledge floating in the air."
2021-06-16 13:44:36+00:00,Mobile,5,2,You can Feel the history here,Beautiful campus and you can just feel the history walking around here. Loved reading all the plaques on the buildings. Don’t miss walking around the Divinity campus as well.,2,16,6,2021,UTC,en,174,Beautiful campus and you can just feel the history walking around here. Loved reading all the plaques on the buildings. Don’t miss walking around the Divinity campus as well.
2021-04-09 18:46:31+00:00,Mobile,5,3,Love it,"It’s a beautiful campus and definitely historic. 
The brick buildings and the combination of modern architecture, make Harvard one of the most appealing areas in Cambridge. 
The courtyard is a great area to hang out and there are lots of shops and places to eat around campus.",4,9,4,2021,UTC,en,276,"It’s a beautiful campus and definitely historic. 
The brick buildings and the combination of modern architecture, make Harvard one of the most appealing areas in Cambridge. 
The courtyard is a great area to hang out and there are lots of shops and places to eat around campus."
2020-10-28 14:42:34+00:00,Mobile,5,2,"Beautiful, historic Harvard ","A must see during our Boston trip. 
Such a beautiful campus and the surrounding area in Cambridge is stunning in the fall. ",2,28,10,2020,UTC,en,123,"A must see during our Boston trip. 
Such a beautiful campus and the surrounding area in Cambridge is stunning in the fall. "
2020-10-09 22:17:09+00:00,Mobile,5,3,Beautiful Campus,You can walk into Harvard Yard from the hustle and bustle of Harvard Square and immediately transport yourself to the academic environment.  The University uses a house system and each one is unique.  The library is impressive both outside and inside.  Tourists often like to take pictures of the John Harvard statue just inside the Yard.,4,9,10,2020,UTC,en,338,You can walk into Harvard Yard from the hustle and bustle of Harvard Square and immediately transport yourself to the academic environment.  The University uses a house system and each one is unique.  The library is impressive both outside and inside.  Tourists often like to take pictures of the John Harvard statue just inside the Yard.
2020-05-03 11:02:53+00:00,Desktop,4,0,Beautiful Campus,"I absolutely loved walking around Harvard. It is such a gorgeous campus, between the historic buildings, green yards, and the views of the Charles River. Perhaps I just got lucky with the timing, but the parts of the campus that I walked around were not very crowded and were quiet (with the exception of Harvard Square). Even if you are not a student, I highly recommend taking a day to visit the campus and seeing everything that Harvard has to offer. And if you’re looking for a good spot for a picture, take a stop by the Johnston Gate.",6,3,5,2020,UTC,en,540,"I absolutely loved walking around Harvard. It is such a gorgeous campus, between the historic buildings, green yards, and the views of the Charles River. Perhaps I just got lucky with the timing, but the parts of the campus that I walked around were not very crowded and were quiet (with the exception of Harvard Square). Even if you are not a student, I highly recommend taking a day to visit the campus and seeing everything that Harvard has to offer. And if you’re looking for a good spot for a picture, take a stop by the Johnston Gate."
2020-04-05 10:03:55+00:00,Mobile,5,91,Wonderful! A true factory of knowledge !!,"A true factory of knowledge !!  With wonderful architecture and infrastructure focused on the production of knowledge, this place is a must visit!",6,5,4,2020,UTC,en,146,"A true factory of knowledge !!  With wonderful architecture and infrastructure focused on the production of knowledge, this place is a must visit!"
2020-03-15 18:46:24+00:00,Mobile,4,2,Lovely stroll,Walk through Harvard Yard and touch John Harvard’s shoe for good luck.  It is a stroll through history and then check out some of the Harvard Museums. ,6,15,3,2020,UTC,en,151,Walk through Harvard Yard and touch John Harvard’s shoe for good luck.  It is a stroll through history and then check out some of the Harvard Museums. 
2020-03-07 10:39:47+00:00,Mobile,5,2,Nice tour of this Historic University Facilitates,Had the opportunity to tour this prestigious historic University.  Beautiful campus with incredible architecture in historic Cambridge MA.  Awesome place!,5,7,3,2020,UTC,en,154,Had the opportunity to tour this prestigious historic University.  Beautiful campus with incredible architecture in historic Cambridge MA.  Awesome place!
2020-03-04 21:50:48+00:00,Desktop,5,0,A dream of all to study here,"While in Boston area for attending family functions, we decided to go around the campus of one of the most prestigious Institution of the world situated in Boston area of Massachusetts, USA – The Harvard University. 

The campus is huge, very impressive & most beautiful. This is an Institution of “Knowledge and Research”. 

It was a snow & rainy day of February month and was very cold making visitors hard to go around. 

Campus layout, building architecture and statues are very impressive. 

Observe the shining toe of the left shoe – it looks as if the visitors touch the toe with hands and rub it as respect to the Sir John Harvard. 

It is a dream of all to study here.

Must visit while in Boston area!",2,4,3,2020,UTC,en,711,"While in Boston area for attending family functions, we decided to go around the campus of one of the most prestigious Institution of the world situated in Boston area of Massachusetts, USA – The Harvard University. 

The campus is huge, very impressive & most beautiful. This is an Institution of “Knowledge and Research”. 

It was a snow & rainy day of February month and was very cold making visitors hard to go around. 

Campus layout, building architecture and statues are very impressive. 

Observe the shining toe of the left shoe – it looks as if the visitors touch the toe with hands and rub it as respect to the Sir John Harvard. 

It is a dream of all to study here.

Must visit while in Boston area!"
2020-03-04 08:44:15+00:00,Mobile,5,0,Brilliant Tour,"Yesterday my partner and I booked on a Harvard University tour with a fabulous guide, Teresa. From the first second she was engaging and entertaining. 
We thoroughly enjoyed the experience, being shown around this beautiful campus and listening to a variety of humorous anecdotes as well as being given a wealth of knowledgeable information.
This was a great day and I highly recommend this trip! Boston is a beautiful city and Harvard is a must!",2,4,3,2020,UTC,en,446,"Yesterday my partner and I booked on a Harvard University tour with a fabulous guide, Teresa. From the first second she was engaging and entertaining. 
We thoroughly enjoyed the experience, being shown around this beautiful campus and listening to a variety of humorous anecdotes as well as being given a wealth of knowledgeable information.
This was a great day and I highly recommend this trip! Boston is a beautiful city and Harvard is a must!"
2020-02-23 11:12:10+00:00,Desktop,5,1,Scenic Campus,Nice campus to walk around.  Several museums to visit as well.  Worth a visit if you are in the Boston area.,6,23,2,2020,UTC,en,108,Nice campus to walk around.  Several museums to visit as well.  Worth a visit if you are in the Boston area.
2020-02-09 08:11:33+00:00,Mobile,5,0,Great tour guide,Excellent value for money tour that was made for us by Mike our tour guide who was fantastic. Operated by trademark tours. ,6,9,2,2020,UTC,en,123,Excellent value for money tour that was made for us by Mike our tour guide who was fantastic. Operated by trademark tours. 
2020-02-07 22:14:00+00:00,Mobile,5,0,Harvard Trade Union Program,"I’m attending the Harvard Trade Union Program, which is part of the law school. It’s amazing! The amount of super smart people (students and professors) is outstanding. ",4,7,2,2020,UTC,en,169,"I’m attending the Harvard Trade Union Program, which is part of the law school. It’s amazing! The amount of super smart people (students and professors) is outstanding. "
