published_date,published_platform,rating,helpful_votes,title,text,Hour,Day,Month,Year,Timezone,language,char_count,translated_text,contains_emoji,title_contains_emoji,no_emoji_text,clean_text
2023-04-12 22:27:18+00:00,Desktop,5,1,One of the world's great universities,"We wandered over the Commons and among the buildings, starting at the subway stop and ending at the Harvard Museums. The Widener Library, the Memorial Church, the Philosophy Building: it's enough to get a sense of what is one of the world's great universities.",2,12,4,2023,UTC,en,260,"We wandered over the Commons and among the buildings, starting at the subway stop and ending at the Harvard Museums. The Widener Library, the Memorial Church, the Philosophy Building: it's enough to get a sense of what is one of the world's great universities.",False,False,"We wandered over the Commons and among the buildings, starting at the subway stop and ending at the Harvard Museums. The Widener Library, the Memorial Church, the Philosophy Building: it's enough to get a sense of what is one of the world's great universities.","We wandered Commons among buildings, starting subway stop ending Harvard Museums. The Widener Library, Memorial Church, Philosophy Building:'s enough get sense one world's great universities."
2023-04-03 19:02:44+00:00,Mobile,4,0,Start saving for your grandchildren!,"We went there without a guided tour. You can see a feel the vibe. Stroll around the beautiful buildings/ halls, park. We read the information online, nevertheless, a guided tour would provably make it even more memorable.",0,3,4,2023,UTC,en,221,"We went there without a guided tour. You can see a feel the vibe. Stroll around the beautiful buildings/ halls, park. We read the information online, nevertheless, a guided tour would provably make it even more memorable.",False,False,"We went there without a guided tour. You can see a feel the vibe. Stroll around the beautiful buildings/ halls, park. We read the information online, nevertheless, a guided tour would provably make it even more memorable.","We went without guided tour. You see feel vibe. Stroll around beautiful buildings/ halls, park. We read information online, nevertheless, guided tour would provably make even memorable."
2023-03-14 16:11:55+00:00,Mobile,5,0,The American College,"Harvard is an exceptional place, and more than just a University.  Perhaps sounds like a sales brochure, but in this case it is true.  You get to experience the place and history on your own.  A ""old"" turn off to some seeking modern and updated but loved by others.",1,14,3,2023,UTC,en,265,"Harvard is an exceptional place, and more than just a University.  Perhaps sounds like a sales brochure, but in this case it is true.  You get to experience the place and history on your own.  A ""old"" turn off to some seeking modern and updated but loved by others.",False,False,"Harvard is an exceptional place, and more than just a University.  Perhaps sounds like a sales brochure, but in this case it is true.  You get to experience the place and history on your own.  A ""old"" turn off to some seeking modern and updated but loved by others.","Harvard exceptional place, University. Perhaps sounds like sales brochure, case true. You get experience place history. A`` old'' turn seeking modern updated loved others."
2023-03-11 14:37:42+00:00,Desktop,5,0,Beautiful seat of learning,"Just walking around the campus, reading the descriptions of the Halls, and the great architecture is worth a visit.",5,11,3,2023,UTC,en,115,"Just walking around the campus, reading the descriptions of the Halls, and the great architecture is worth a visit.",False,False,"Just walking around the campus, reading the descriptions of the Halls, and the great architecture is worth a visit.","Just walking around campus, reading descriptions Halls, great architecture worth visit."
2023-02-06 17:46:10+00:00,Mobile,3,0,Underwhelmed,This was a tick off the list.  Was it worth the trip - well if there’s no one about (winter) and you can’t get into buildings (staff and students) it’s all a bit dull to be honest.,0,6,2,2023,UTC,en,180,This was a tick off the list.  Was it worth the trip - well if there’s no one about (winter) and you can’t get into buildings (staff and students) it’s all a bit dull to be honest.,False,False,This was a tick off the list.  Was it worth the trip - well if there’s no one about (winter) and you can’t get into buildings (staff and students) it’s all a bit dull to be honest.,This tick list. Was worth trip- well’ one( winter)’ get buildings( staff students)’ bit dull honest.
2023-02-03 16:08:12+00:00,Desktop,3,0,A bit overhyped?,"Nice enough in the university grounds, but didnt grab me as special like Cambridge or Oxford do. Not bad, just not great",4,3,2,2023,UTC,en,120,"Nice enough in the university grounds, but didnt grab me as special like Cambridge or Oxford do. Not bad, just not great",False,False,"Nice enough in the university grounds, but didnt grab me as special like Cambridge or Oxford do. Not bad, just not great","Nice enough university grounds, didnt grab special like Cambridge Oxford. Not bad, great"
2023-01-07 19:26:24+00:00,Desktop,5,0,Nice walk and great architecture,Nice place for a walk to dsicover and see a great university and great architecture. Some building are accessibles to the general public as well. Nice place to spend an hour or two to wander around.,5,7,1,2023,UTC,en,198,Nice place for a walk to dsicover and see a great university and great architecture. Some building are accessibles to the general public as well. Nice place to spend an hour or two to wander around.,False,False,Nice place for a walk to dsicover and see a great university and great architecture. Some building are accessibles to the general public as well. Nice place to spend an hour or two to wander around.,Nice place walk dsicover see great university great architecture. Some building accessibles general public well. Nice place spend hour two wander around.
2023-01-02 20:39:47+00:00,Desktop,5,0,I went there,"amazing architecture and learning. One of my best experiences of life. A real highlight - I remember those good ol days. Cambridge Common Pub, Grendalls den, all these were the fun friendly places for joyous moments, and Harvard was the place to be when it comes to choosing colleges. Never forget it x. ",0,2,1,2023,UTC,en,304,"amazing architecture and learning. One of my best experiences of life. A real highlight - I remember those good ol days. Cambridge Common Pub, Grendalls den, all these were the fun friendly places for joyous moments, and Harvard was the place to be when it comes to choosing colleges. Never forget it x. ",False,False,"amazing architecture and learning. One of my best experiences of life. A real highlight - I remember those good ol days. Cambridge Common Pub, Grendalls den, all these were the fun friendly places for joyous moments, and Harvard was the place to be when it comes to choosing colleges. Never forget it x. ","amazing architecture learning. One best experiences life. A real highlight- I remember good ol days. Cambridge Common Pub, Grendalls den, fun friendly places joyous moments, Harvard place comes choosing colleges. Never forget x."
2022-11-10 12:18:08+00:00,Mobile,3,0,A nice walk but not a welcoming feel,"The heart of Harvard is beautiful to walk through but the institution is not welcoming to visitors. There are no  friendly spaces such as coffee shops or student centers where one can sit down with a cup of tea or a book.  The outer parameter of the campus is incredibly crowded.  If going, do a quick walk through the campus and head for the much more welcoming center of Cambridge.",3,10,11,2022,UTC,en,383,"The heart of Harvard is beautiful to walk through but the institution is not welcoming to visitors. There are no  friendly spaces such as coffee shops or student centers where one can sit down with a cup of tea or a book.  The outer parameter of the campus is incredibly crowded.  If going, do a quick walk through the campus and head for the much more welcoming center of Cambridge.",False,False,"The heart of Harvard is beautiful to walk through but the institution is not welcoming to visitors. There are no  friendly spaces such as coffee shops or student centers where one can sit down with a cup of tea or a book.  The outer parameter of the campus is incredibly crowded.  If going, do a quick walk through the campus and head for the much more welcoming center of Cambridge.","The heart Harvard beautiful walk institution welcoming visitors. There friendly spaces coffee shops student centers one sit cup tea book. The outer parameter campus incredibly crowded. If going, quick walk campus head much welcoming center Cambridge."
2022-11-10 07:01:56+00:00,Desktop,3,0,Typical university setting,"As the students were in attendance, we were unable to access any of the buildings.  It was a nice day and we wandered around the beautiful grounds. It reminded us a lot of Cambridge, England.",3,10,11,2022,UTC,en,191,"As the students were in attendance, we were unable to access any of the buildings.  It was a nice day and we wandered around the beautiful grounds. It reminded us a lot of Cambridge, England.",False,False,"As the students were in attendance, we were unable to access any of the buildings.  It was a nice day and we wandered around the beautiful grounds. It reminded us a lot of Cambridge, England.","As students attendance, unable access buildings. It nice day wandered around beautiful grounds. It reminded us lot Cambridge, England."
2022-10-30 12:02:03+00:00,Mobile,5,0,Great tour of Harvard that I finally took.,"Isabella was a wonderful quide!! I have been to Harvard over 10 times in the past and this was my first guided tour. Insightful stories on the history of Harvard as well as tidbits on campus life as a Harvard student. I was alone, people in my group came with family or alone, from the all over the US, UK, Netherlands, Singapore, El Salvador and South Korea. 
재미있게 봤습니다. 전세계의 관광객이 와서 듣고, 질문도 하는데 타국의 사람들이 궁금해하는 것도 재미있었습니다. 추천합니다. 아, 좀 춥습니다^^",6,30,10,2022,UTC,en,442,"Isabella was a wonderful quide!! I have been to Harvard over 10 times in the past and this was my first guided tour. Insightful stories on the history of Harvard as well as tidbits on campus life as a Harvard student. I was alone, people in my group came with family or alone, from the all over the US, UK, Netherlands, Singapore, El Salvador and South Korea. 
재미있게 봤습니다. 전세계의 관광객이 와서 듣고, 질문도 하는데 타국의 사람들이 궁금해하는 것도 재미있었습니다. 추천합니다. 아, 좀 춥습니다^^",False,False,"Isabella was a wonderful quide!! I have been to Harvard over 10 times in the past and this was my first guided tour. Insightful stories on the history of Harvard as well as tidbits on campus life as a Harvard student. I was alone, people in my group came with family or alone, from the all over the US, UK, Netherlands, Singapore, El Salvador and South Korea. 
재미있게 봤습니다. 전세계의 관광객이 와서 듣고, 질문도 하는데 타국의 사람들이 궁금해하는 것도 재미있었습니다. 추천합니다. 아, 좀 춥습니다^^","Isabella wonderful quide!! I Harvard 10 times past first guided tour. Insightful stories history Harvard well tidbits campus life Harvard student. I alone, people group came family alone, US, UK, Netherlands, Singapore, El Salvador South Korea. 재미있게 봤습니다. 전세계의 관광객이 와서 듣고, 질문도 하는데 타국의 사람들이 궁금해하는 것도 재미있었습니다. 추천합니다. 아, 좀 춥습니다^^"
2022-10-21 18:58:04+00:00,Mobile,3,0,Walking tour,Visited with my son (14Y) as this was part of colleague preparation. Walking tour is done by students which is very informative. I didn’t like the overall atmosphere as it looked like a public park or tourist attraction more than an educational institute.,4,21,10,2022,UTC,en,255,Visited with my son (14Y) as this was part of colleague preparation. Walking tour is done by students which is very informative. I didn’t like the overall atmosphere as it looked like a public park or tourist attraction more than an educational institute.,False,False,Visited with my son (14Y) as this was part of colleague preparation. Walking tour is done by students which is very informative. I didn’t like the overall atmosphere as it looked like a public park or tourist attraction more than an educational institute.,Visited son( 14Y) part colleague preparation. Walking tour done students informative. I’ like overall atmosphere looked like public park tourist attraction educational institute.
2022-10-04 12:49:33+00:00,Mobile,5,0,Imagine this is the place where bright minds come together.,When wondering around and imaging you or oen of your kids goes to this university is a nice feeling. Bright youngster all over. These kids have the ability to influence the future with their brains and attitude.,1,4,10,2022,UTC,en,211,When wondering around and imaging you or oen of your kids goes to this university is a nice feeling. Bright youngster all over. These kids have the ability to influence the future with their brains and attitude.,False,False,When wondering around and imaging you or oen of your kids goes to this university is a nice feeling. Bright youngster all over. These kids have the ability to influence the future with their brains and attitude.,When wondering around imaging oen kids goes university nice feeling. Bright youngster. These kids ability influence future brains attitude.
2022-08-02 06:05:08+00:00,Desktop,5,1,Humbling,"Firstly, we would recommend going to the main shop by the subway entrance because you can buy tickets for a tour run by Harvard students/alumni who are very knowledgeable on the campus.

When you walk through the quad and start to see the architecture as well as learn who stayed in each of these stories buildings, it really does bring the place to life.",1,2,8,2022,UTC,en,355,"Firstly, we would recommend going to the main shop by the subway entrance because you can buy tickets for a tour run by Harvard students/alumni who are very knowledgeable on the campus.

When you walk through the quad and start to see the architecture as well as learn who stayed in each of these stories buildings, it really does bring the place to life.",False,False,"Firstly, we would recommend going to the main shop by the subway entrance because you can buy tickets for a tour run by Harvard students/alumni who are very knowledgeable on the campus.

When you walk through the quad and start to see the architecture as well as learn who stayed in each of these stories buildings, it really does bring the place to life.","Firstly, would recommend going main shop subway entrance buy tickets tour run Harvard students/alumni knowledgeable campus. When walk quad start see architecture well learn stayed stories buildings, really bring place life."
2022-07-08 11:07:53+00:00,Desktop,3,0,Pretty.,"Bec and I made the long walk from Seaport out to see the one-and-only, storied, mighty 'Harvard'. Was it worth it? Sure, we love walking!
But I could have been on any campus in N. America it felt. That said, we did a simple loop of 'Harvard Yard', gawked at a few buildings, spotted the erroneously credited John Harvard statue, then headed back to warmer climes.
If you're an academic and/or historian, maybe this would tickle your fancy more than mine. 
Was it pretty? Sure. Did it stoke images of ""the smartest students on the continent"" within me? Nope.",4,8,7,2022,UTC,en,557,"Bec and I made the long walk from Seaport out to see the one-and-only, storied, mighty 'Harvard'. Was it worth it? Sure, we love walking!
But I could have been on any campus in N. America it felt. That said, we did a simple loop of 'Harvard Yard', gawked at a few buildings, spotted the erroneously credited John Harvard statue, then headed back to warmer climes.
If you're an academic and/or historian, maybe this would tickle your fancy more than mine. 
Was it pretty? Sure. Did it stoke images of ""the smartest students on the continent"" within me? Nope.",False,False,"Bec and I made the long walk from Seaport out to see the one-and-only, storied, mighty 'Harvard'. Was it worth it? Sure, we love walking!
But I could have been on any campus in N. America it felt. That said, we did a simple loop of 'Harvard Yard', gawked at a few buildings, spotted the erroneously credited John Harvard statue, then headed back to warmer climes.
If you're an academic and/or historian, maybe this would tickle your fancy more than mine. 
Was it pretty? Sure. Did it stoke images of ""the smartest students on the continent"" within me? Nope.","Bec I made long walk Seaport see one-and-only, storied, mighty'Harvard'. Was worth? Sure, love walking! But I could campus N. America felt. That said, simple loop'Harvard Yard', gawked buildings, spotted erroneously credited John Harvard statue, headed back warmer climes. If're academic and/or historian, maybe would tickle fancy mine. Was pretty? Sure. Did stoke images`` smartest students continent'' within? Nope."
2022-06-16 11:14:05+00:00,Mobile,3,1,Interesting but that was about it,Interesting but that's about it If you're a future Harvard attendee or you're an educator you'll find it a lot more interesting,3,16,6,2022,UTC,en,127,Interesting but that's about it If you're a future Harvard attendee or you're an educator you'll find it a lot more interesting,False,False,Interesting but that's about it If you're a future Harvard attendee or you're an educator you'll find it a lot more interesting,Interesting's If're future Harvard attendee're educator'll find lot interesting
2022-05-21 12:25:58+00:00,Desktop,4,0,Informative and engaging tour,"We visited Harvard University on 05/16. We booked an official tour with the university - make sure you book for each individual and not 1 ticket per group (that's the mistake we made!), and immediately upon Friday release as tickets are limited, though free.

Our tour guide Truong was really informative and engaging, eager to answer all questions and tell us all about his experience at Harvard. It was a shame we weren't able to go into buildings but otherwise the campus is stunning.

Definitely recommend (but don't go into the small official Harvard shop, go into Coop, that's our biggest piece of advice).",5,21,5,2022,UTC,en,612,"We visited Harvard University on 05/16. We booked an official tour with the university - make sure you book for each individual and not 1 ticket per group (that's the mistake we made!), and immediately upon Friday release as tickets are limited, though free.

Our tour guide Truong was really informative and engaging, eager to answer all questions and tell us all about his experience at Harvard. It was a shame we weren't able to go into buildings but otherwise the campus is stunning.

Definitely recommend (but don't go into the small official Harvard shop, go into Coop, that's our biggest piece of advice).",False,False,"We visited Harvard University on 05/16. We booked an official tour with the university - make sure you book for each individual and not 1 ticket per group (that's the mistake we made!), and immediately upon Friday release as tickets are limited, though free.

Our tour guide Truong was really informative and engaging, eager to answer all questions and tell us all about his experience at Harvard. It was a shame we weren't able to go into buildings but otherwise the campus is stunning.

Definitely recommend (but don't go into the small official Harvard shop, go into Coop, that's our biggest piece of advice).","We visited Harvard University 05/16. We booked official tour university- make sure book individual 1 ticket per group('s mistake made!), immediately upon Friday release tickets limited, though free. Our tour guide Truong really informative engaging, eager answer questions tell us experience Harvard. It shame n't able go buildings otherwise campus stunning. Definitely recommend( n't go small official Harvard shop, go Coop,'s biggest piece advice)."
2022-04-26 23:49:46+00:00,Mobile,5,0,Beautiful Campus ,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit to see this beautiful place.",1,26,4,2022,UTC,en,152,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit to see this beautiful place.",False,False,"When in Boston, you must go to Harvard and drive the campus.  The campus is very beautiful and lively.  It is worth a visit to see this beautiful place.","When Boston, must go Harvard drive campus. The campus beautiful lively. It worth visit see beautiful place."
2022-03-31 07:05:35+00:00,Desktop,4,0,It is ok,"Very easy walk. Parking is tricky, look for parking garages, bike rentals available. Wear coat even in the spring, can be windy.",3,31,3,2022,UTC,en,128,"Very easy walk. Parking is tricky, look for parking garages, bike rentals available. Wear coat even in the spring, can be windy.",False,False,"Very easy walk. Parking is tricky, look for parking garages, bike rentals available. Wear coat even in the spring, can be windy.","Very easy walk. Parking tricky, look parking garages, bike rentals available. Wear coat even spring, windy."
